"","MGI.symbol","HGNC.symbol","NCBI.gene..formerly.Entrezgene..ID","NCBI.gene..formerly.Entrezgene..description"
"409","Rsph9","RSPH9",221421,"radial spoke head component 9"
"410","Gnai2","GNAI2",2771,"G protein subunit alpha i2"
"411","Glud1","GLUD1",2746,"glutamate dehydrogenase 1"
"412","Mthfs","MTHFS",10588,"methenyltetrahydrofolate synthetase"
"413","Mthfs","ST20-MTHFS",100528021,"ST20-MTHFS readthrough"
"414","Cotl1","COTL1",23406,"coactosin like F-actin binding protein 1"
"415","Tead1","TEAD1",7003,"TEA domain transcription factor 1"
"416","Cyp4f13","CYP4F8",11283,"cytochrome P450 family 4 subfamily F member 8"
"417","Ech1","ECH1",1891,"enoyl-CoA hydratase 1"
"418","Rftn2","RFTN2",130132,"raftlin family member 2"
"419","Gli3","GLI3",2737,"GLI family zinc finger 3"
"420","Tmed3","TMED3",23423,"transmembrane p24 trafficking protein 3"
"421","Arhgef26","ARHGEF26",26084,"Rho guanine nucleotide exchange factor 26"
"422","Rarres2","RARRES2",5919,"retinoic acid receptor responder 2"
"423","Sox5","SOX5",6660,"SRY-box transcription factor 5"
"424","Dbx2","DBX2",440097,"developing brain homeobox 2"
"425","Maoa","MAOA",4128,"monoamine oxidase A"
"426","Abcd3","ABCD3",5825,"ATP binding cassette subfamily D member 3"
"427","Hk2","HK2",3099,"hexokinase 2"
"428","Gria1","GRIA1",2890,"glutamate ionotropic receptor AMPA type subunit 1"
"429","Msi1","MSI1",4440,"musashi RNA binding protein 1"
"430","Igdcc3","IGDCC3",9543,"immunoglobulin superfamily DCC subclass member 3"
"431","Aga","AGA",175,"aspartylglucosaminidase"
"432","E2f5","E2F5",1875,"E2F transcription factor 5"
"433","Lrrc42","LRRC42",115353,"leucine rich repeat containing 42"
"434","Clic4","CLIC4",25932,"chloride intracellular channel 4"
"435","Rdh11","RDH11",51109,"retinol dehydrogenase 11"
"436","Ust","UST",10090,"uronyl 2-sulfotransferase"
"437","Tom1l1","TOM1L1",10040,"target of myb1 like 1 membrane trafficking protein"
"438","Lbh","LBH",81606,"LBH regulator of WNT signaling pathway"
"439","Stard8","STARD8",9754,"StAR related lipid transfer domain containing 8"
"440","Necap2","NECAP2",55707,"NECAP endocytosis associated 2"
"441","Cnbd2","CNBD2",140894,"cyclic nucleotide binding domain containing 2"
"442","Dars","DARS1",1615,"aspartyl-tRNA synthetase 1"
"443","Gabra2","GABRA2",2555,"gamma-aminobutyric acid type A receptor subunit alpha2"
"444","Ndrg2","NDRG2",57447,"NDRG family member 2"
"445","Htra3","HTRA3",94031,"HtrA serine peptidase 3"
"446","Gng12","GNG12",55970,"G protein subunit gamma 12"
"447","Tdo2","TDO2",6999,"tryptophan 2,3-dioxygenase"
"448","Scrg1","SCRG1",11341,"stimulator of chondrogenesis 1"
"449","Gli1","GLI1",2735,"GLI family zinc finger 1"
"450","Ntsr2","NTSR2",23620,"neurotensin receptor 2"
"451","Entpd2","ENTPD2",954,"ectonucleoside triphosphate diphosphohydrolase 2"
"452","Pisd","PISD",23761,"phosphatidylserine decarboxylase"
"453","Mical1","MICAL1",64780,"microtubule associated monooxygenase, calponin and LIM domain containing 1"
"454","Golph3","GOLPH3",64083,"golgi phosphoprotein 3"
"455","Sh3glb1","SH3GLB1",51100,"SH3 domain containing GRB2 like, endophilin B1"
"456","Rnd2","RND2",8153,"Rho family GTPase 2"
"457","Tjp2","TJP2",9414,"tight junction protein 2"
"458","Bag3","BAG3",9531,"BAG cochaperone 3"
"459","Baalc","BAALC",79870,"BAALC binder of MAP3K1 and KLF4"
"460","Dbp","DBP",1628,"D-box binding PAR bZIP transcription factor"
"461","Actr3b","ACTR3C",653857,"actin related protein 3C"
"462","B9d1","B9D1",27077,"B9 domain containing 1"
"463","Clcn2","CLCN2",1181,"chloride voltage-gated channel 2"
"464","Serpine2","SERPINE2",5270,"serpin family E member 2"
"465","Irx2","IRX2",153572,"iroquois homeobox 2"
"466","Kcnj16","KCNJ16",3773,"potassium inwardly rectifying channel subfamily J member 16"
"467","Ltbr","LTBR",4055,"lymphotoxin beta receptor"
"468","Etv5","ETV5",2119,"ETS variant transcription factor 5"
"469","Fxyd3","FXYD3",5349,"FXYD domain containing ion transport regulator 3"
"470","Orai1","ORAI1",84876,"ORAI calcium release-activated calcium modulator 1"
"471","Trib2","TRIB2",28951,"tribbles pseudokinase 2"
"472","Hip1","HIP1",3092,"huntingtin interacting protein 1"
"473","Pde8b","PDE8B",8622,"phosphodiesterase 8B"
"474","Sash1","SASH1",23328,"SAM and SH3 domain containing 1"
"475","Xrcc4","XRCC4",7518,"X-ray repair cross complementing 4"
"476","Lfng","LFNG",3955,"LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"477","Etfb","ETFB",2109,"electron transfer flavoprotein subunit beta"
"478","Ccdc88a","CCDC88A",55704,"coiled-coil domain containing 88A"
"479","Rnf13","RNF13",11342,"ring finger protein 13"
"480","Abhd4","ABHD4",63874,"abhydrolase domain containing 4, N-acyl phospholipase B"
"481","Lgi4","LGI4",163175,"leucine rich repeat LGI family member 4"
"482","Dag1","DAG1",1605,"dystroglycan 1"
"483","2310022B05Rik","C1orf198",84886,"chromosome 1 open reading frame 198"
"484","Apoe","APOE",348,"apolipoprotein E"
"485","Klf15","KLF15",28999,"Kruppel like factor 15"
"486","Cnp","CNP",1267,"2',3'-cyclic nucleotide 3' phosphodiesterase"
"487","Cnn3","CNN3",1266,"calponin 3"
"488","Cd63","CD63",967,"CD63 molecule"
"489","Ezr","EZR",7430,"ezrin"
"490","Cdk5rap2","CDK5RAP2",55755,"CDK5 regulatory subunit associated protein 2"
"491","S100a13","S100A13",6284,"S100 calcium binding protein A13"
"492","Abhd14a","ABHD14A",25864,"abhydrolase domain containing 14A"
"493","Tprkb","TPRKB",51002,"TP53RK binding protein"
"494","Atp6v0e","ATP6V0E1",8992,"ATPase H+ transporting V0 subunit e1"
"495","Rasa2","RASA2",5922,"RAS p21 protein activator 2"
"496","S100a16","S100A16",140576,"S100 calcium binding protein A16"
"497","Itih3","ITIH3",3699,"inter-alpha-trypsin inhibitor heavy chain 3"
"498","Hrh1","HRH1",3269,"histamine receptor H1"
"499","Fads2","FADS2",9415,"fatty acid desaturase 2"
"500","Stambpl1","STAMBPL1",57559,"STAM binding protein like 1"
"501","Pax3","PAX3",5077,"paired box 3"
"502","Amt","AMT",275,"aminomethyltransferase"
"503","Cap2","CAP2",10486,"cyclase associated actin cytoskeleton regulatory protein 2"
"504","Acsl3","ACSL3",2181,"acyl-CoA synthetase long chain family member 3"
"505","Myo6","MYO6",4646,"myosin VI"
"506","Slc6a9","SLC6A9",6536,"solute carrier family 6 member 9"
"507","Lama2","LAMA2",3908,"laminin subunit alpha 2"
"508","Fam181a","FAM181A",90050,"family with sequence similarity 181 member A"
"509","Dbn1","DBN1",1627,"drebrin 1"
"510","Amigo2","AMIGO2",347902,"adhesion molecule with Ig like domain 2"
"511","Ggh","GGH",8836,"gamma-glutamyl hydrolase"
"512","Rab34","RAB34",83871,"RAB34, member RAS oncogene family"
"513","Chst2","CHST2",9435,"carbohydrate sulfotransferase 2"
"514","Aard","AARD",441376,"alanine and arginine rich domain containing protein"
"515","Atp1a2","ATP1A2",477,"ATPase Na+/K+ transporting subunit alpha 2"
"516","Cys1","CYS1",192668,"cystin 1"
"517","Selenbp1","SELENBP1",8991,"selenium binding protein 1"
"518","Cyp51","CYP51A1",1595,"cytochrome P450 family 51 subfamily A member 1"
"519","Por","POR",5447,"cytochrome p450 oxidoreductase"
"520","Irx5","IRX5",10265,"iroquois homeobox 5"
"521","Rras","RRAS",6237,"RAS related"
"522","Fxyd1","FXYD1",5348,"FXYD domain containing ion transport regulator 1"
"523","Nwd1","NWD1",284434,"NACHT and WD repeat domain containing 1"
"524","Slc22a4","SLC22A4",6583,"solute carrier family 22 member 4"
"525","Ehbp1l1","EHBP1L1",254102,"EH domain binding protein 1 like 1"
"526","Dync2li1","DYNC2LI1",51626,"dynein cytoplasmic 2 light intermediate chain 1"
"527","Rnaset2b","RNASET2",8635,"ribonuclease T2"
"528","Evi2a","EVI2A",2123,"ecotropic viral integration site 2A"
"529","Sox2","SOX2",6657,"SRY-box transcription factor 2"
"530","Mr1","MR1",3140,"major histocompatibility complex, class I-related"
"531","Degs1","DEGS1",8560,"delta 4-desaturase, sphingolipid 1"
"532","Acot2","ACOT1",641371,"acyl-CoA thioesterase 1"
"533","Acot2","ACOT2",10965,"acyl-CoA thioesterase 2"
"534","Acot11","ACOT11",26027,"acyl-CoA thioesterase 11"
"535","Adrb1","ADRB1",153,"adrenoceptor beta 1"
"536","Tlcd1","TLCD1",116238,"TLC domain containing 1"
"537","Etfa","ETFA",2108,"electron transfer flavoprotein subunit alpha"
"538","Abi3bp","ABI3BP",25890,"ABI family member 3 binding protein"
"539","Acad8","ACAD8",27034,"acyl-CoA dehydrogenase family member 8"
"540","Prkd3","PRKD3",23683,"protein kinase D3"
"541","Sdf2","SDF2",6388,"stromal cell derived factor 2"
"542","Rdh5","RDH5",5959,"retinol dehydrogenase 5"
"543","Atp13a4","ATP13A4",84239,"ATPase 13A4"
"544","Mboat2","MBOAT2",129642,"membrane bound O-acyltransferase domain containing 2"
"545","Plscr1","PLSCR1",5359,"phospholipid scramblase 1"
"546","Slc46a1","SLC46A1",113235,"solute carrier family 46 member 1"
"547","Rgma","RGMA",56963,"repulsive guidance molecule BMP co-receptor a"
"548","Pigs","PIGS",94005,"phosphatidylinositol glycan anchor biosynthesis class S"
"549","Grm3","GRM3",2913,"glutamate metabotropic receptor 3"
"550","Adcyap1r1","ADCYAP1R1",117,"ADCYAP receptor type I"
"551","Pgpep1","PGPEP1",54858,"pyroglutamyl-peptidase I"
"552","S1pr2","S1PR2",9294,"sphingosine-1-phosphate receptor 2"
"553","Gnb4","GNB4",59345,"G protein subunit beta 4"
"554","Acads","ACADS",35,"acyl-CoA dehydrogenase short chain"
"555","Lix1l","LIX1L",128077,"limb and CNS expressed 1 like"
"556","Tlr3","TLR3",7098,"toll like receptor 3"
"557","S1pr1","S1PR1",1901,"sphingosine-1-phosphate receptor 1"
"558","Axl","AXL",558,"AXL receptor tyrosine kinase"
"559","Rfx4","RFX4",5992,"regulatory factor X4"
"560","Smad3","SMAD3",4088,"SMAD family member 3"
"561","Rpusd3","RPUSD3",285367,"RNA pseudouridine synthase D3"
"562","Ppp2r5a","PPP2R5A",5525,"protein phosphatase 2 regulatory subunit B'alpha"
"563","Tpp1","TPP1",1200,"tripeptidyl peptidase 1"
"564","Vangl1","VANGL1",81839,"VANGL planar cell polarity protein 1"
"565","Rhoq","RHOQ",23433,"ras homolog family member Q"
"566","Sox8","SOX8",30812,"SRY-box transcription factor 8"
"567","Sox6","SOX6",55553,"SRY-box transcription factor 6"
"568","Cyp4v3","CYP4V2",285440,"cytochrome P450 family 4 subfamily V member 2"
"569","Fmn2","FMN2",56776,"formin 2"
"570","Mfn1","MFN1",55669,"mitofusin 1"
"571","Bcar3","BCAR3",8412,"BCAR3 adaptor protein, NSP family member"
"572","Aldh6a1","ALDH6A1",4329,"aldehyde dehydrogenase 6 family member A1"
"573","Paqr6","PAQR6",79957,"progestin and adipoQ receptor family member 6"
"574","Hsd17b4","HSD17B4",3295,"hydroxysteroid 17-beta dehydrogenase 4"
"575","Efhd1","EFHD1",80303,"EF-hand domain family member D1"
"576","Ccdc90b","CCDC90B",60492,"coiled-coil domain containing 90B"
"577","Casp12","CASP12",NA,""
"578","Ttyh2","TTYH2",94015,"tweety family member 2"
"579","Acadm","ACADM",34,"acyl-CoA dehydrogenase medium chain"
"580","Smim8","SMIM8",63914,"long intergenic non-protein coding RNA 1590"
"581","Smim8","SMIM8",57150,"small integral membrane protein 8"
"582","Pdia6","PDIA6",10130,"protein disulfide isomerase family A member 6"
"583","Csad","CSAD",51380,"cysteine sulfinic acid decarboxylase"
"584","P4ha1","P4HA1",5033,"prolyl 4-hydroxylase subunit alpha 1"
"585","Tmed5","TMED5",50999,"transmembrane p24 trafficking protein 5"
"586","Cmtm3","CMTM3",123920,"CKLF like MARVEL transmembrane domain containing 3"
"587","Ahcyl1","AHCYL1",10768,"adenosylhomocysteinase like 1"
"588","Dkk3","DKK3",27122,"dickkopf WNT signaling pathway inhibitor 3"
"589","Cd9","CD9",928,"CD9 molecule"
"590","Hacl1","HACL1",26061,"2-hydroxyacyl-CoA lyase 1"
"591","Ramp1","RAMP1",10267,"receptor activity modifying protein 1"
"592","Ddah1","DDAH1",23576,"dimethylarginine dimethylaminohydrolase 1"
"593","Pdlim4","PDLIM4",8572,"PDZ and LIM domain 4"
"594","F3","F3",2152,"coagulation factor III, tissue factor"
"595","Tiparp","TIPARP",25976,"TCDD inducible poly(ADP-ribose) polymerase"
"596","Lrrc58","LRRC58",116064,"leucine rich repeat containing 58"
"597","Timp4","TIMP4",7079,"TIMP metallopeptidase inhibitor 4"
"598","Fxyd7","FXYD7",53822,"FXYD domain containing ion transport regulator 7"
"599","Cspg5","CSPG5",10675,"chondroitin sulfate proteoglycan 5"
"600","Rab29","RAB29",8934,"RAB29, member RAS oncogene family"
"601","Plod2","PLOD2",5352,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
"602","S100a10","S100A10",6281,"S100 calcium binding protein A10"
"603","Col5a3","COL5A3",50509,"collagen type V alpha 3 chain"
"604","Soat1","SOAT1",6646,"sterol O-acyltransferase 1"
"605","Pipox","PIPOX",51268,"pipecolic acid and sarcosine oxidase"
"606","Itga6","ITGA6",3655,"integrin subunit alpha 6"
"607","Acox1","ACOX1",51,"acyl-CoA oxidase 1"
"608","Rnaset2a","RNASET2",8635,"ribonuclease T2"
"609","Pxmp2","PXMP2",5827,"peroxisomal membrane protein 2"
"610","Omg","OMG",101927057,"uncharacterized LOC101927057"
"611","Omg","OMG",4974,"oligodendrocyte myelin glycoprotein"
"612","1810037I17Rik","C4orf3",401152,"chromosome 4 open reading frame 3"
"613","Haghl","HAGHL",84264,"hydroxyacylglutathione hydrolase like"
"614","Abcb9","ABCB9",23457,"ATP binding cassette subfamily B member 9"
"615","Llgl1","LLGL1",3996,"LLGL scribble cell polarity complex component 1"
"616","Vim","VIM",7431,"vimentin"
"617","Ghdc","GHDC",84514,"GH3 domain containing"
"618","Rab13","RAB13",5872,"RAB13, member RAS oncogene family"
"619","Nrcam","NRCAM",4897,"neuronal cell adhesion molecule"
"620","St3gal6","ST3GAL6",10402,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
"621","Cyp20a1","CYP20A1",57404,"cytochrome P450 family 20 subfamily A member 1"
"622","Ano6","ANO6",196527,"anoctamin 6"
"623","Prdx6","PRDX6",9588,"peroxiredoxin 6"
"624","Wscd1","WSCD1",23302,"WSC domain containing 1"
"625","Ttyh1","TTYH1",57348,"tweety family member 1"
"626","Eps15","EPS15",2060,"epidermal growth factor receptor pathway substrate 15"
"627","Phgdh","PHGDH",26227,"phosphoglycerate dehydrogenase"
"628","Wwc1","WWC1",23286,"WW and C2 domain containing 1"
"629","Gstk1","GSTK1",373156,"glutathione S-transferase kappa 1"
"630","Marcksl1","MARCKSL1",65108,"MARCKS like 1"
"631","Casp1","CASP1",834,"caspase 1"
"632","Casp1","CARD16",114769,"caspase recruitment domain family member 16"
"633","Id3","ID3",3399,"inhibitor of DNA binding 3, HLH protein"
"634","Proca1","PROCA1",147011,"protein interacting with cyclin A1"
"635","Tmem205","TMEM205",374882,"transmembrane protein 205"
"636","Csrp1","CSRP1",1465,"cysteine and glycine rich protein 1"
"637","S100a6","S100A6",6277,"S100 calcium binding protein A6"
"638","Btbd17","BTBD17",388419,"BTB domain containing 17"
"639","Acot1","ACOT1",641371,"acyl-CoA thioesterase 1"
"640","Acot1","ACOT2",10965,"acyl-CoA thioesterase 2"
"641","Man1c1","MAN1C1",57134,"mannosidase alpha class 1C member 1"
"642","Mt1","MT1G",4495,"metallothionein 1G"
"643","Agpat5","AGPAT5",55326,"1-acylglycerol-3-phosphate O-acyltransferase 5"
"644","Thbs3","THBS3",7059,"thrombospondin 3"
"645","Csgalnact1","CSGALNACT1",55790,"chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"646","Pdpn","PDPN",10630,"podoplanin"
"647","Dbi","DBI",1622,"diazepam binding inhibitor, acyl-CoA binding protein"
"648","Cyp2j9","CYP2J2",1573,"cytochrome P450 family 2 subfamily J member 2"
"649","Tmem38a","TMEM38A",79041,"transmembrane protein 38A"
"650","Gpr37l1","GPR37L1",9283,"G protein-coupled receptor 37 like 1"
"651","Suox","SUOX",6821,"sulfite oxidase"
"652","Chst10","CHST10",9486,"carbohydrate sulfotransferase 10"
"653","Slc1a3","SLC1A3",6507,"solute carrier family 1 member 3"
"654","Ctxn3","CTXN3",613212,"cortexin 3"
"655","Ttll3","ARPC4-TTLL3",100526693,"ARPC4-TTLL3 readthrough"
"656","Ttll3","TTLL3",26140,"tubulin tyrosine ligase like 3"
"657","Plxnb1","PLXNB1",5364,"plexin B1"
"658","Hebp1","HEBP1",50865,"heme binding protein 1"
"659","Emp2","EMP2",2013,"epithelial membrane protein 2"
"660","Parp3","PARP3",10039,"poly(ADP-ribose) polymerase family member 3"
"661","Cpne2","CPNE2",221184,"copine 2"
"662","Prdx1","PRDX1",5052,"peroxiredoxin 1"
"663","Eci2","ECI2",10455,"enoyl-CoA delta isomerase 2"
"664","Gm2115","CTXND1",100996492,"cortexin domain containing 1"
"665","Chn1","CHN1",1123,"chimerin 1"
"666","Zeb2","ZEB2",9839,"zinc finger E-box binding homeobox 2"
"667","Plscr4","PLSCR4",57088,"phospholipid scramblase 4"
"668","Kctd5","KCTD5",54442,"potassium channel tetramerization domain containing 5"
"669","Capn2","CAPN2",824,"calpain 2"
"670","Ppp2r3a","PPP2R3A",5523,"protein phosphatase 2 regulatory subunit B''alpha"
"671","Cpne3","CPNE3",8895,"copine 3"
"672","Plce1","PLCE1",51196,"phospholipase C epsilon 1"
"673","Tmem40","TMEM40",55287,"transmembrane protein 40"
"674","Them4","THEM4",117145,"thioesterase superfamily member 4"
"675","Lrrc2","LRRC2",79442,"leucine rich repeat containing 2"
"676","Cpsf4l","CPSF4L",642843,"cleavage and polyadenylation specific factor 4 like"
"677","Hsd11b1","HSD11B1",3290,"hydroxysteroid 11-beta dehydrogenase 1"
"678","Ecm2","ECM2",1842,"extracellular matrix protein 2"
"679","Fkbp9","FKBP9",11328,"FKBP prolyl isomerase 9"
"680","Acaa1a","ACAA1",30,"acetyl-CoA acyltransferase 1"
"681","Lgr6","LGR6",59352,"leucine rich repeat containing G protein-coupled receptor 6"
"682","Nfe2l2","NFE2L2",4780,"nuclear factor, erythroid 2 like 2"
"683","Metrn","METRN",79006,"meteorin, glial cell differentiation regulator"
"684","Rhoc","RHOC",389,"ras homolog family member C"
"685","Gstm1","GSTM1",2944,"glutathione S-transferase mu 1"
"686","Idh1","IDH1",3417,"isocitrate dehydrogenase (NADP(+)) 1"
"687","Thyn1","THYN1",29087,"thymocyte nuclear protein 1"
"688","Prrx1","PRRX1",5396,"paired related homeobox 1"
"689","Ramp2","RAMP2",10266,"receptor activity modifying protein 2"
"690","Nid1","NID1",4811,"nidogen 1"
"691","Nbl1","NBL1",100532736,"MICOS10-NBL1 readthrough"
"692","Nbl1","NBL1",4681,"NBL1, DAN family BMP antagonist"
"693","Wif1","WIF1",11197,"WNT inhibitory factor 1"
"694","Ccdc24","CCDC24",149473,"coiled-coil domain containing 24"
"695","S100a11","S100A11",6282,"S100 calcium binding protein A11"
"696","Fam20a","FAM20A",54757,"FAM20A golgi associated secretory pathway pseudokinase"
"697","Egfr","EGFR",1956,"epidermal growth factor receptor"
"698","Sned1","SNED1",25992,"sushi, nidogen and EGF like domains 1"
"699","Mfge8","MFGE8",4240,"milk fat globule EGF and factor V/VIII domain containing"
"700","Sparc","SPARC",6678,"secreted protein acidic and cysteine rich"
"701","Aldoc","ALDOC",230,"aldolase, fructose-bisphosphate C"
"702","Col1a2","COL1A2",1278,"collagen type I alpha 2 chain"
"703","Ugp2","UGP2",7360,"UDP-glucose pyrophosphorylase 2"
"704","Phkg1","PHKG1",5260,"phosphorylase kinase catalytic subunit gamma 1"
"705","Slc41a3","SLC41A3",54946,"solute carrier family 41 member 3"
"706","Pbxip1","PBXIP1",57326,"PBX homeobox interacting protein 1"
"707","Pmp22","PMP22",5376,"peripheral myelin protein 22"
"708","Glmp","GLMP",112770,"glycosylated lysosomal membrane protein"
"709","Efhd2","EFHD2",79180,"EF-hand domain family member D2"
"710","Cr1l","CR1",1378,"complement C3b/C4b receptor 1 (Knops blood group)"
"711","Trf","TF",7018,"transferrin"
"712","Slc8b1","SLC8B1",80024,"solute carrier family 8 member B1"
"713","Col23a1","COL23A1",91522,"collagen type XXIII alpha 1 chain"
"714","S100a1","S100A1",6271,"S100 calcium binding protein A1"
"715","Gsap","GSAP",54103,"gamma-secretase activating protein"
"716","Col2a1","COL2A1",1280,"collagen type II alpha 1 chain"
"717","Rgs2","RGS2",5997,"regulator of G protein signaling 2"
"718","Cib1","CIB1",10519,"calcium and integrin binding 1"
"719","Mdk","MDK",4192,"midkine"
"720","Kcnj10","KCNJ10",3766,"potassium inwardly rectifying channel subfamily J member 10"
"721","Morn2","MORN2",729967,"MORN repeat containing 2"
"722","Aldh1l1","ALDH1L1",10840,"aldehyde dehydrogenase 1 family member L1"
"723","Ccnd3","CCND3",896,"cyclin D3"
"724","Pfkfb4","PFKFB4",5210,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
"725","Traf4","TRAF4",9618,"TNF receptor associated factor 4"
"726","Cdc42ep4","CDC42EP4",23580,"CDC42 effector protein 4"
"727","Slc30a10","SLC30A10",55532,"solute carrier family 30 member 10"
"728","Nat8","NAT8",9027,"N-acetyltransferase 8 (putative)"
"729","Nat8","NAT8B",51471,"N-acetyltransferase 8B (putative, gene/pseudogene)"
"730","Klhdc8b","KLHDC8B",200942,"kelch domain containing 8B"
"731","Lrig1","LRIG1",26018,"leucine rich repeats and immunoglobulin like domains 1"
"732","Bmpr1a","BMPR1A",657,"bone morphogenetic protein receptor type 1A"
"733","Gyg","GYG1",2992,"glycogenin 1"
"734","Fcgrt","FCGRT",2217,"Fc fragment of IgG receptor and transporter"
"735","Tmbim1","TMBIM1",64114,"transmembrane BAX inhibitor motif containing 1"
"736","Camk1","CAMK1",8536,"calcium/calmodulin dependent protein kinase I"
"737","Sncaip","SNCAIP",9627,"synuclein alpha interacting protein"
"738","Vcam1","VCAM1",7412,"vascular cell adhesion molecule 1"
"739","Mertk","MERTK",10461,"MER proto-oncogene, tyrosine kinase"
"740","Spag5","SPAG5",10615,"sperm associated antigen 5"
"741","Nadk2","NADK2",133686,"NAD kinase 2, mitochondrial"
"742","Srebf1","SREBF1",6720,"sterol regulatory element binding transcription factor 1"
"743","Btd","BTD",686,"biotinidase"
"744","2810459M11Rik","C2orf72",257407,"chromosome 2 open reading frame 72"
"745","Agt","AGT",183,"angiotensinogen"
"746","Slc41a1","SLC41A1",254428,"solute carrier family 41 member 1"
"747","Glul","GLUL",2752,"glutamate-ammonia ligase"
"748","Ptpn12","PTPN12",5782,"protein tyrosine phosphatase non-receptor type 12"
